Breed,AvgHeightInches,LowHeightInches,HighHeightInches,AvgWeightLbs,LowWeightLbs,HighWeightLbs,AvgPupPrice,IntelligenceRating,Watchdog,FirstClassification,SecondClassification,Temperament,Indicator,MeanHeight
Akita,27,26,28,100,80,120,1000,54,5,Working,Herding,Playful,0,25.6904761904762
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Alert,0,21.8421052631579
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Friendly,0,21.8421052631579
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Affectionate,1,21.8421052631579
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Loyal,0,21.8421052631579
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Gentle,1,21.8421052631579
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Independent,1,21.8421052631579
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Protective,0,21.8421052631579
Bloodhound,25,24,26,100,80,120,1000,74,1,Hound,Scenthound,Playful,0,21.8421052631579
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Alert,0,25.6904761904762
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Friendly,1,25.6904761904762
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Affectionate,0,25.6904761904762
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Loyal,0,25.6904761904762
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Gentle,1,25.6904761904762
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Independent,0,25.6904761904762
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Protective,0,25.6904761904762
Great Dane,32,32,32,140,120,160,1000,48,5,Working,Guardian,Playful,0,25.6904761904762
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Alert,0,21.6078302712161
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Friendly,0,21.6078302712161
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Affectionate,1,21.6078302712161
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Loyal,1,21.6078302712161
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Gentle,1,21.6078302712161
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Independent,0,21.6078302712161
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Protective,0,21.6078302712161
Clumber Spaniel,19.5,19,20,50,35,65,1000,37,3,Sporting,Gun,Playful,0,21.6078302712161
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Alert,0,25.6904761904762
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Friendly,0,25.6904761904762
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Affectionate,1,25.6904761904762
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Loyal,0,25.6904761904762
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Gentle,1,25.6904761904762
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Independent,1,25.6904761904762
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Protective,0,25.6904761904762
Komondor,31,26.5,35.5,107.5,80,135,1000,NA,6,Working,Guardian,Playful,0,25.6904761904762
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Alert,1,21.4375
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Friendly,0,21.4375
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Affectionate,0,21.4375
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Loyal,0,21.4375
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Gentle,0,21.4375
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Independent,0,21.4375
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Protective,0,21.4375
Canaan Dog,21.5,19,24,45,35,55,1000,NA,3,Herding,Sight,Playful,0,21.4375
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Alert,0,21.8421052631579
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Friendly,0,21.8421052631579
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Affectionate,0,21.8421052631579
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Loyal,0,21.8421052631579
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Gentle,0,21.8421052631579
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Independent,1,21.8421052631579
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Protective,0,21.8421052631579
Ibizan Hound,25.5,22,29,48.5,42,55,1000,53,3,Hound,Sight,Playful,0,21.8421052631579
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Alert,0,10.0714285714286
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Friendly,1,10.0714285714286
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Affectionate,0,10.0714285714286
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Loyal,0,10.0714285714286
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Gentle,1,10.0714285714286
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Independent,0,10.0714285714286
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Protective,0,10.0714285714286
Shih Tzu,9.5,8,11,12.5,9,16,1000,70,3,Toy,Companion,Playful,1,10.0714285714286
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Alert,1,15.1071428571429
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Friendly,1,15.1071428571429
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Affectionate,0,15.1071428571429
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Loyal,0,15.1071428571429
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Gentle,0,15.1071428571429
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Independent,1,15.1071428571429
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Protective,0,15.1071428571429
Welsh Terrier,15,15,15,20.5,20,21,1000,53,3,Terrier,Terrier2,Playful,0,15.1071428571429
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Alert,0,21.8421052631579
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Friendly,1,21.8421052631579
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Affectionate,1,21.8421052631579
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Loyal,0,21.8421052631579
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Gentle,1,21.8421052631579
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Independent,0,21.8421052631579
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Protective,0,21.8421052631579
Whippet,20,18,22,28.5,27,30,1000,51,3,Hound,Sight,Playful,0,21.8421052631579
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Alert,0,10.0714285714286
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Friendly,0,10.0714285714286
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Affectionate,0,10.0714285714286
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Loyal,0,10.0714285714286
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Gentle,0,10.0714285714286
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Independent,0,10.0714285714286
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Protective,0,10.0714285714286
Affenpinscher,10.5,9,12,10,8,12,1000,37,1,Toy,Companion,Playful,1,10.0714285714286
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Alert,0,21.6078302712161
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Friendly,0,21.6078302712161
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Affectionate,1,21.6078302712161
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Loyal,0,21.6078302712161
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Gentle,1,21.6078302712161
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Independent,0,21.6078302712161
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Protective,1,21.6078302712161
Vizsla,22.4409448818898,18.8976377952756,25.9842519685039,23.5,22,25,1000,NA,3,Sporting,Gun,Playful,1,21.6078302712161
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Alert,1,25.6904761904762
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Friendly,1,25.6904761904762
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Affectionate,0,25.6904761904762
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Loyal,0,25.6904761904762
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Gentle,1,25.6904761904762
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Independent,0,25.6904761904762
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Protective,0,25.6904761904762
Siberian Husky,21.5,20,23,50,40,60,950,45,1,Working,Northern,Playful,0,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Alert,0,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Friendly,0,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Affectionate,1,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Loyal,1,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Gentle,0,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Independent,0,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Protective,0,25.6904761904762
Bernese Mountain Dog,25,23,27,97.5,85,110,900,22,5,Working,Guardian,Playful,0,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Alert,0,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Friendly,1,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Affectionate,0,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Loyal,1,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Gentle,0,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Independent,0,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Protective,0,25.6904761904762
Boxer,23,21,25,67.5,65,70,900,49,5,Working,Guardian,Playful,1,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Alert,1,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Friendly,0,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Affectionate,0,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Loyal,1,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Gentle,0,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Independent,0,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Protective,0,25.6904761904762
Doberman Pinscher,27,26,28,80,60,100,900,5,6,Working,Guardian,Playful,0,25.6904761904762
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Alert,1,21.6078302712161
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Friendly,0,21.6078302712161
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Affectionate,0,21.6078302712161
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Loyal,1,21.6078302712161
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Gentle,0,21.6078302712161
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Independent,0,21.6078302712161
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Protective,0,21.6078302712161
Gordon Setter,25,23,27,62.5,45,80,900,34,4,Sporting,Gun,Playful,0,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Alert,0,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Friendly,0,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Affectionate,1,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Loyal,0,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Gentle,0,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Independent,1,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Protective,0,21.6078302712161
Irish Setter,26,25,27,65,60,70,900,35,3,Sporting,Gun,Playful,1,21.6078302712161
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Alert,0,15.1071428571429
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Friendly,1,15.1071428571429
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Affectionate,0,15.1071428571429
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Loyal,1,15.1071428571429
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Gentle,0,15.1071428571429
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Independent,0,15.1071428571429
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Protective,0,15.1071428571429
American Staffordshire Terrier,18,17,19,45,40,50,900,34,3,Terrier,Terrier2,Playful,0,15.1071428571429
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Alert,0,21.6078302712161
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Friendly,1,21.6078302712161
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Affectionate,0,21.6078302712161
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Loyal,0,21.6078302712161
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Gentle,0,21.6078302712161
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Independent,0,21.6078302712161
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Protective,1,21.6078302712161
American Water Spaniel,16.5,15,18,35,25,45,900,44,4,Sporting,Gun,Playful,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Alert,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Friendly,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Affectionate,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Loyal,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Gentle,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Independent,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Protective,0,21.6078302712161
Field Spaniel,18,18,18,42.5,35,50,900,34,3,Sporting,Gun,Playful,0,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Alert,1,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Friendly,0,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Affectionate,0,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Loyal,0,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Gentle,0,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Independent,0,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Protective,0,21.6078302712161
Irish Water Spaniel,16.5,10,23,55,45,65,900,24,4,Sporting,Gun,Playful,0,21.6078302712161
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Alert,0,15
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Friendly,0,15
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Affectionate,0,15
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Loyal,0,15
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Gentle,0,15
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Independent,0,15
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Protective,0,15
Keeshond,18,17,19,42.5,35,50,900,16,4,Non-Sporting,Northern,Playful,1,15
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Alert,1,10.0714285714286
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Friendly,0,10.0714285714286
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Affectionate,0,10.0714285714286
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Loyal,0,10.0714285714286
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Gentle,0,10.0714285714286
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Independent,0,10.0714285714286
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Protective,0,10.0714285714286
Brussels Griffon,7.5,7,8,9,6,12,900,NA,3,Toy,Companion,Playful,0,10.0714285714286
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Alert,1,15.1071428571429
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Friendly,1,15.1071428571429
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Affectionate,0,15.1071428571429
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Loyal,0,15.1071428571429
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Gentle,0,15.1071428571429
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Independent,0,15.1071428571429
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Protective,0,15.1071428571429
Sealyham Terrier,12,12,12,19,18,20,900,56,3,Terrier,Terrier2,Playful,0,15.1071428571429
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Alert,1,15
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Friendly,0,15
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Affectionate,0,15
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Loyal,0,15
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Gentle,0,15
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Independent,0,15
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Protective,0,15
Shiba Inu,14.5,13,16,22.5,15,30,900,NA,4,Non-Sporting,Companion,Playful,0,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Alert,0,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Friendly,0,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Affectionate,0,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Loyal,0,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Gentle,0,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Independent,1,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Protective,0,15
Tibetan Spaniel,10,10,10,12,9,15,900,46,4,Non-Sporting,Companion,Playful,0,15
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Alert,0,10.0714285714286
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Friendly,0,10.0714285714286
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Affectionate,1,10.0714285714286
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Loyal,0,10.0714285714286
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Gentle,0,10.0714285714286
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Independent,0,10.0714285714286
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Protective,0,10.0714285714286
Italian Greyhound,13.5,12,15,8,6,10,900,60,3,Toy,Companion,Playful,0,10.0714285714286
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Alert,0,15
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Friendly,0,15
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Affectionate,1,15
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Loyal,0,15
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Gentle,1,15
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Independent,0,15
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Protective,0,15
Bichon Frise,10.5,9.5,11.5,14,10,18,850,45,3,Non-Sporting,Companion,Playful,1,15
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Alert,0,15.1071428571429
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Friendly,0,15.1071428571429
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Affectionate,0,15.1071428571429
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Loyal,0,15.1071428571429
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Gentle,0,15.1071428571429
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Independent,0,15.1071428571429
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Protective,0,15.1071428571429
Cairn Terrier,9.5,9,10,14,14,14,850,35,4,Terrier,Terrier2,Playful,0,15.1071428571429
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Alert,0,25.6904761904762
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Friendly,0,25.6904761904762
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Affectionate,1,25.6904761904762
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Loyal,0,25.6904761904762
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Gentle,1,25.6904761904762
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Independent,0,25.6904761904762
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Protective,0,25.6904761904762
Great Pyrenees,29.5,27,32,107.5,95,120,800,64,6,Working,Guardian,Playful,0,25.6904761904762
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Alert,0,21.6078302712161
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Friendly,0,21.6078302712161
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Affectionate,1,21.6078302712161
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Loyal,0,21.6078302712161
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Gentle,0,21.6078302712161
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Independent,0,21.6078302712161
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Protective,1,21.6078302712161
Chesapeake Bay Retriever,23.5,21,26,65,55,75,800,27,3,Sporting,Gun,Playful,0,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Alert,0,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Friendly,1,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Affectionate,1,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Loyal,1,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Gentle,0,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Independent,0,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Protective,0,21.6078302712161
German Wirehaired Pointer,24,22,26,65,60,70,800,44,6,Sporting,Gun,Playful,0,21.6078302712161
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Alert,0,15
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Friendly,1,15
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Affectionate,0,15
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Loyal,0,15
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Gentle,0,15
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Independent,0,15
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Protective,0,15
