Breed,AvgHeightInches,LowHeightInches,HighHeightInches,AvgWeightLbs,LowWeightLbs,HighWeightLbs,AvgPupPrice,IntelligenceRating,Watchdog,FirstClassification,SecondClassification,Temperament,Indicator,MeanHeight
Dalmatian,21,19,23,57.5,45,70,800,39,3,Non-Sporting,Companion,Playful,1,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Alert,0,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Friendly,0,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Affectionate,0,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Loyal,0,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Gentle,0,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Independent,1,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Protective,0,15
Schipperke,11.5,10,13,15,12,18,800,15,3,Non-Sporting,Companion,Playful,0,15
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Alert,0,15.1071428571429
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Friendly,1,15.1071428571429
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Affectionate,0,15.1071428571429
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Loyal,1,15.1071428571429
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Gentle,0,15.1071428571429
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Independent,0,15.1071428571429
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Protective,0,15.1071428571429
Skye Terrier,10,10,10,25,25,25,800,55,4,Terrier,Terrier2,Playful,0,15.1071428571429
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Alert,1,21.6078302712161
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Friendly,0,21.6078302712161
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Affectionate,1,21.6078302712161
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Loyal,0,21.6078302712161
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Gentle,0,21.6078302712161
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Independent,0,21.6078302712161
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Protective,0,21.6078302712161
English Springer Spaniel,20,20,20,50,45,55,750,13,3,Sporting,Gun,Playful,1,21.6078302712161
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Alert,0,15
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Friendly,1,15
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Affectionate,1,15
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Loyal,0,15
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Gentle,1,15
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Independent,0,15
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Protective,0,15
Boston Terrier,14.5,14,15,20,15,25,750,54,3,Non-Sporting,Companion,Playful,1,15
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Alert,0,25.6904761904762
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Friendly,0,25.6904761904762
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Affectionate,1,25.6904761904762
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Loyal,0,25.6904761904762
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Gentle,0,25.6904761904762
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Independent,0,25.6904761904762
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Protective,0,25.6904761904762
German Shorthaired Pointer,23.5,20,27,65,50,80,700,17,3,Working,Gun,Playful,0,25.6904761904762
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Alert,0,15.1071428571429
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Friendly,1,15.1071428571429
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Affectionate,1,15.1071428571429
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Loyal,0,15.1071428571429
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Gentle,0,15.1071428571429
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Independent,0,15.1071428571429
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Protective,1,15.1071428571429
Australian Shepherd,20.5,18,23,50,40,60,700,42,5,Terrier,Terrier2,Playful,0,15.1071428571429
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Alert,1,21.4375
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Friendly,0,21.4375
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Affectionate,0,21.4375
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Loyal,1,21.4375
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Gentle,0,21.4375
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Independent,0,21.4375
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Protective,1,21.4375
Border Collie,20,19,21,40,40,40,700,1,6,Herding,Herding,Playful,0,21.4375
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Alert,0,15
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Friendly,0,15
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Affectionate,0,15
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Loyal,1,15
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Gentle,0,15
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Independent,1,15
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Protective,1,15
Chow Chow,20.5,19,22,50,45,55,700,76,3,Non-Sporting,Northern,Playful,0,15
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Alert,0,15.1071428571429
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Friendly,0,15.1071428571429
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Affectionate,0,15.1071428571429
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Loyal,0,15.1071428571429
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Gentle,0,15.1071428571429
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Independent,0,15.1071428571429
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Protective,1,15.1071428571429
Irish Terrier,18.5,18,19,26,25,27,700,53,5,Terrier,Terrier2,Playful,0,15.1071428571429
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Alert,0,21.8421052631579
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Friendly,0,21.8421052631579
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Affectionate,1,21.8421052631579
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Loyal,0,21.8421052631579
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Gentle,0,21.8421052631579
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Independent,1,21.8421052631579
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Protective,0,21.8421052631579
Redbone Coonhound,24,21,27,60,50,70,700,NA,1,Hound,Scenthound,Playful,0,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Alert,0,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Friendly,0,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Affectionate,0,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Loyal,1,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Gentle,0,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Independent,0,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Protective,0,21.8421052631579
Saluki,25.5,23,28,52.5,35,70,700,43,3,Hound,Sight,Playful,0,21.8421052631579
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Alert,1,10.0714285714286
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Friendly,1,10.0714285714286
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Affectionate,0,10.0714285714286
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Loyal,0,10.0714285714286
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Gentle,0,10.0714285714286
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Independent,0,10.0714285714286
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Protective,0,10.0714285714286
Silky Terrier,9.5,9,10,9.5,8,11,700,37,3,Toy,Terrier2,Playful,0,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Alert,1,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Friendly,0,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Affectionate,0,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Loyal,0,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Gentle,0,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Independent,0,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Protective,0,10.0714285714286
Chihuahua,7.5,6,9,3.5,2,5,700,67,2,Toy,Companion,Playful,0,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Alert,0,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Friendly,0,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Affectionate,0,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Loyal,0,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Gentle,1,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Independent,0,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Protective,0,10.0714285714286
Maltese,9,8,10,5,4,6,700,59,3,Toy,Companion,Playful,1,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Alert,0,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Friendly,1,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Affectionate,0,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Loyal,0,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Gentle,0,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Independent,0,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Protective,0,10.0714285714286
Pomeranian,12,12,12,5,3,7,700,23,3,Toy,Companion,Playful,1,10.0714285714286
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Alert,0,21.8421052631579
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Friendly,0,21.8421052631579
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Affectionate,1,21.8421052631579
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Loyal,0,21.8421052631579
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Gentle,1,21.8421052631579
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Independent,0,21.8421052631579
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Protective,0,21.8421052631579
Greyhound,28.5,27,30,65,60,70,650,46,3,Hound,Sight,Playful,0,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Alert,0,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Friendly,1,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Affectionate,0,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Loyal,0,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Gentle,1,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Independent,1,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Protective,0,21.8421052631579
Beagle,14.5,13,16,24,18,30,650,72,1,Hound,Scenthound,Playful,0,21.8421052631579
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Alert,0,15
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Friendly,0,15
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Affectionate,0,15
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Loyal,1,15
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Gentle,0,15
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Independent,1,15
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Protective,0,15
Finnish Spitz,17.5,15,20,33,31,35,600,43,3,Non-Sporting,Northern,Playful,1,15
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Alert,1,21.8421052631579
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Friendly,0,21.8421052631579
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Affectionate,0,21.8421052631579
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Loyal,1,21.8421052631579
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Gentle,0,21.8421052631579
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Independent,0,21.8421052631579
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Protective,0,21.8421052631579
Norwegian Elkhound,19.5,19,20,50,40,60,600,36,6,Hound,Northern,Playful,1,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Alert,0,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Friendly,0,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Affectionate,0,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Loyal,0,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Gentle,0,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Independent,0,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Protective,0,21.8421052631579
Dachshund,8.5,7,10,24,16,32,600,49,3,Hound,Scenthound,Playful,1,21.8421052631579
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Alert,1,15.1071428571429
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Friendly,0,15.1071428571429
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Affectionate,1,15.1071428571429
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Loyal,1,15.1071428571429
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Gentle,1,15.1071428571429
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Independent,0,15.1071428571429
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Protective,0,15.1071428571429
Kerry Blue Terrier,19,17,21,37.5,30,45,550,35,5,Terrier,Terrier2,Playful,0,15.1071428571429
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Alert,0,21.6078302712161
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Friendly,0,21.6078302712161
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Affectionate,0,21.6078302712161
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Loyal,0,21.6078302712161
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Gentle,1,21.6078302712161
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Independent,0,21.6078302712161
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Protective,0,21.6078302712161
English Setter,25,23,27,62.5,45,80,500,37,3,Sporting,Gun,Playful,0,21.6078302712161
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Alert,1,10.0714285714286
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Friendly,1,10.0714285714286
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Affectionate,0,10.0714285714286
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Loyal,0,10.0714285714286
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Gentle,0,10.0714285714286
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Independent,0,10.0714285714286
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Protective,0,10.0714285714286
Papillon,9.5,8,11,7.5,5,10,500,8,3,Toy,Companion,Playful,0,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Alert,1,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Friendly,1,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Affectionate,0,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Loyal,1,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Gentle,0,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Independent,0,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Protective,0,10.0714285714286
Toy Fox Terrier,10,10,10,5.5,4,7,500,NA,2,Toy,Terrier2,Playful,1,10.0714285714286
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Alert,0,21.6078302712161
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Friendly,0,21.6078302712161
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Affectionate,1,21.6078302712161
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Loyal,1,21.6078302712161
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Gentle,0,21.6078302712161
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Independent,0,21.6078302712161
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Protective,0,21.6078302712161
Pointer,22.5,21,24,55,44,66,450,43,4,Sporting,Gun,Playful,0,21.6078302712161
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Alert,0,21.8421052631579
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Friendly,1,21.8421052631579
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Affectionate,1,21.8421052631579
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Loyal,0,21.8421052631579
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Gentle,1,21.8421052631579
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Independent,0,21.8421052631579
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Protective,0,21.8421052631579
Basset Hound,14,14,14,45,40,50,400,71,1,Hound,Scenthound,Playful,0,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Alert,1,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Friendly,0,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Affectionate,0,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Loyal,1,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Gentle,0,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Independent,0,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Protective,0,21.8421052631579
Plott Hound,22,20,24,50,45,55,400,NA,3,Hound,Scenthound,Playful,0,21.8421052631579
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Alert,0,10.0714285714286
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Friendly,1,10.0714285714286
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Affectionate,1,10.0714285714286
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Loyal,1,10.0714285714286
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Gentle,1,10.0714285714286
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Independent,0,10.0714285714286
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Protective,0,10.0714285714286
Pug,10.5,10,11,18,14,22,400,57,3,Toy,Companion,Playful,1,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Alert,1,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Friendly,0,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Affectionate,0,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Loyal,1,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Gentle,0,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Independent,1,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Protective,0,10.0714285714286
Japanese Chin,9.5,8,11,7.5,4,11,400,62,3,Toy,Companion,Playful,1,10.0714285714286
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Alert,0,21.8421052631579
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Friendly,1,21.8421052631579
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Affectionate,0,21.8421052631579
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Loyal,0,21.8421052631579
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Gentle,0,21.8421052631579
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Independent,0,21.8421052631579
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Protective,0,21.8421052631579
Harrier,20,19,21,50,40,60,350,NA,2,Hound,Scenthound,Playful,0,21.8421052631579
